GAME_ID,TEAM_ABBREVIATION,PF
0021800748,LAC,26
0021800746,BKN,20
0021800744,NYK,15
0021800745,IND,18
0021800748,ATL,25
0021800746,BOS,16
0021800747,DEN,18
0021800745,GSW,19
0021800747,MEM,22
0021800744,CHA,20
0021800755,LAL,20
0021800750,MIL,15
0021800752,BKN,21
0021800751,ORL,18
0021800755,PHI,15
0021800754,PHX,22
0021800749,CLE,21
0021800753,NOP,17
0021800752,CHI,29
0021800753,HOU,20
0021800754,SAS,15
0021800751,OKC,16
0021800749,WAS,22
0021800750,DET,14
0021800757,MIA,20
0021800760,MIN,24
0021800758,NYK,15
0021800759,IND,21
0021800762,ATL,19
0021800756,BOS,14
0021800761,NOP,20
0021800757,CHI,20
0021800758,DAL,19
0021800761,DEN,17
0021800763,POR,17
0021800762,SAC,24
0021800763,UTA,22
0021800760,MEM,27
0021800759,WAS,24
0021800756,CHA,17
0021800769,LAC,27
0021800769,LAL,24
0021800766,MIL,16
0021800767,BKN,23
0021800765,ORL,19
0021800765,IND,18
0021800768,PHI,19
0021800764,DAL,21
0021800768,GSW,19
0021800767,SAS,21
0021800766,TOR,20
0021800764,DET,24
0021800772,MIA,17
0021800771,NYK,15
0021800773,ATL,27
0021800771,BOS,18
0021800774,DEN,14
0021800774,HOU,24
0021800772,OKC,20
0021800773,UTA,22
0021800770,MEM,22
0021800770,CHA,17
0021800775,LAC,24
0021800782,LAL,18
0021800781,MIA,19
0021800778,MIL,19
0021800783,MIN,15
0021800777,BKN,11
0021800777,ORL,17
0021800781,IND,20
0021800785,PHI,22
0021800784,PHX,23
0021800784,ATL,18
0021800780,CLE,22
0021800779,NOP,16
0021800776,CHI,20
0021800780,DAL,26
0021800783,DEN,16
0021800782,GSW,17
0021800786,HOU,29
0021800785,SAC,19
0021800779,SAS,16
0021800786,UTA,21
0021800778,WAS,19
0021800775,DET,27
0021800776,CHA,21
0021800789,LAC,24
0021800787,NYK,16
0021800788,BOS,22
0021800788,OKC,18
0021800789,TOR,28
0021800787,MEM,20
0021800792,MIL,20
0021800792,BKN,21
0021800793,IND,17
0021800794,PHX,20
0021800791,ATL,22
0021800793,NOP,19
0021800790,DEN,19
0021800794,HOU,19
0021800795,SAC,18
0021800795,SAS,20
0021800791,WAS,20
0021800790,DET,20
0021800796,LAC,24
0021800798,LAL,14
0021800803,MIA,15
0021800801,MIN,23
0021800799,NYK,23
0021800802,ORL,29
0021800798,IND,20
0021800800,PHI,22
0021800797,BOS,14
0021800797,CLE,17
0021800803,POR,21
0021800802,OKC,25
0021800800,TOR,27
0021800801,MEM,18
0021800799,DET,21
0021800796,CHA,19
0021800806,MIL,20
0021800804,BKN,22
0021800808,PHX,25
0021800805,NOP,18
0021800805,CHI,23
0021800807,DAL,12
0021800804,DEN,26
0021800810,GSW,20
0021800809,HOU,19
0021800809,SAC,22
0021800810,SAS,19
0021800808,UTA,18
0021800806,WAS,23
0021800807,CHA,17
0021800811,LAC,19
0021800814,LAL,19
0021800812,MIN,19
0021800812,ORL,16
0021800811,IND,20
0021800813,ATL,25
0021800814,BOS,16
0021800816,POR,14
0021800816,SAS,16
0021800815,OKC,25
0021800813,TOR,23
0021800815,MEM,21
0021800824,MIA,21
0021800821,MIL,21
0021800823,MIN,20
0021800820,BKN,21
0021800817,NYK,23
0021800818,PHI,12
0021800822,PHX,28
0021800819,CLE,16
0021800823,NOP,21
0021800820,CHI,21
0021800821,DAL,15
0021800818,DEN,19
0021800822,GSW,23
0021800824,SAC,17
0021800819,WAS,19
0021800817,DET,27
0021800829,LAC,27
0021800833,MIL,16
0021800828,NYK,26
0021800833,ORL,20
0021800826,IND,13
0021800827,ATL,18
0021800829,BOS,29
0021800826,CLE,13
0021800831,NOP,22
0021800830,CHI,15
0021800832,HOU,26
0021800825,SAS,17
0021800832,OKC,24
0021800828,TOR,15
0021800825,UTA,17
0021800831,MEM,24
0021800830,WAS,23
0021800827,CHA,17
0021800835,LAL,21
0021800838,MIA,22
0021800837,ORL,21
0021800835,PHI,17
0021800836,PHX,31
0021800837,ATL,21
0021800834,DAL,20
0021800838,GSW,16
0021800834,POR,26
0021800836,SAC,21
0021800845,LAC,28
0021800847,MIA,16
0021800843,MIL,18
0021800845,MIN,22
0021800842,BKN,18
0021800839,NYK,17
0021800841,IND,22
0021800839,CLE,16
0021800843,CHI,22
0021800844,DAL,17
0021800847,DEN,17
0021800844,HOU,26
0021800846,POR,24
0021800846,OKC,28
0021800842,TOR,16
0021800840,WAS,21
0021800840,DET,21
0021800841,CHA,15
0021800848,LAL,24
0021800851,ORL,14
0021800849,PHI,20
0021800848,ATL,24
0021800849,BOS,23
0021800851,NOP,16
0021800852,GSW,20
0021800850,SAS,14
0021800852,UTA,21
0021800850,MEM,23
0021800863,LAC,25
0021800859,MIA,20
0021800854,MIL,14
0021800861,MIN,13
0021800853,BKN,23
0021800856,NYK,27
0021800854,IND,23
0021800856,PHI,24
0021800863,PHX,23
0021800855,BOS,22
0021800853,CLE,37
0021800858,CHI,19
0021800859,DAL,17
0021800860,DEN,19
0021800862,GSW,26
0021800861,HOU,18
0021800862,POR,16
0021800860,SAC,23
0021800857,TOR,27
0021800858,MEM,19
0021800857,WAS,28
0021800855,DET,18
0021800865,NYK,22
0021800864,ORL,15
0021800865,ATL,24
0021800866,NOP,15
0021800866,OKC,21
0021800864,CHA,19
0021800872,LAL,17
0021800868,MIA,28
0021800870,MIL,11
0021800869,BKN,19
0021800868,PHI,13
0021800867,PHX,18
0021800870,BOS,15
0021800867,CLE,23
0021800871,GSW,26
0021800872,HOU,28
0021800869,POR,21
0021800871,SAC,24
0021800879,LAC,30
0021800878,MIN,20
0021800878,NYK,22
0021800875,ORL,14
0021800874,IND,24
0021800877,ATL,24
0021800874,NOP,25
0021800875,CHI,19
0021800880,DAL,21
0021800880,DEN,26
0021800876,SAS,22
0021800881,OKC,29
0021800876,TOR,20
0021800881,UTA,25
0021800879,MEM,31
0021800873,WAS,20
0021800877,DET,21
0021800873,CHA,20
0021800887,LAL,21
0021800888,MIA,22
0021800891,MIL,17
0021800891,MIN,16
0021800884,BKN,26
0021800886,IND,21
0021800882,PHI,23
0021800883,PHX,29
0021800883,ATL,22
0021800889,BOS,18
0021800885,CLE,26
0021800887,NOP,21
0021800889,CHI,22
0021800893,DAL,28
0021800892,GSW,19
0021800892,HOU,23
0021800882,POR,23
0021800890,SAC,21
0021800890,OKC,26
0021800893,UTA,21
0021800885,MEM,21
0021800886,WAS,23
0021800888,DET,24
0021800884,CHA,23
0021800895,LAC,27
0021800896,NYK,27
0021800894,ORL,16
0021800895,DEN,28
0021800896,SAS,20
0021800894,TOR,20
0021800907,LAC,22
0021800904,LAL,28
0021800901,MIA,20
0021800902,MIL,22
0021800905,MIN,28
0021800900,BKN,15
0021800899,IND,23
0021800906,PHI,19
0021800901,PHX,20
0021800903,ATL,24
0021800898,CLE,20
0021800906,NOP,19
0021800902,CHI,18
0021800907,DAL,20
0021800897,GSW,18
0021800903,HOU,18
0021800898,POR,24
0021800905,SAC,27
0021800900,SAS,13
0021800904,MEM,21
0021800899,DET,20
0021800897,CHA,11
0021800908,NYK,15
0021800908,ORL,21
0021800909,BOS,20
0021800910,DEN,28
0021800910,OKC,34
0021800909,TOR,24
0021800919,LAC,26
0021800921,LAL,22
0021800915,MIA,31
0021800920,MIL,18
0021800912,MIN,24
0021800914,BKN,27
0021800918,IND,23
0021800912,ATL,25
0021800913,BOS,20
0021800921,NOP,27
0021800916,CHI,20
0021800918,DAL,22
0021800915,GSW,21
0021800911,HOU,22
0021800913,POR,15
0021800920,SAC,19
0021800917,SAS,11
0021800919,UTA,23
0021800916,MEM,17
0021800914,WAS,30
0021800917,DET,14
0021800911,CHA,22
0021800925,MIA,22
0021800922,MIN,24
0021800924,NYK,28
0021800923,ORL,14
0021800922,IND,21
0021800927,PHI,24
0021800924,CLE,20
0021800926,DEN,23
0021800923,GSW,14
0021800925,HOU,21
0021800927,OKC,18
0021800926,UTA,22
0021800933,LAC,23
0021800934,LAL,21
0021800934,MIL,15
0021800929,BKN,19
0021800932,PHX,21
0021800928,ATL,34
0021800931,BOS,18
0021800932,NOP,18
0021800928,CHI,30
0021800930,POR,25
0021800933,SAC,25
0021800930,TOR,17
0021800931,WAS,16
0021800929,CHA,25
0021800942,LAL,24
0021800937,MIA,19
0021800943,MIL,22
0021800937,BKN,14
0021800936,ORL,20
0021800936,IND,17
0021800938,PHI,25
0021800942,PHX,22
0021800935,CLE,19
0021800941,NOP,25
0021800939,DAL,23
0021800941,DEN,22
0021800938,GSW,22
0021800940,SAS,19
0021800940,OKC,19
0021800943,UTA,23
0021800939,MEM,30
0021800935,DET,24
0021800947,LAC,28
0021800950,MIN,24
0021800947,NYK,19
0021800948,ORL,17
0021800946,ATL,18
0021800945,BOS,23
0021800948,CLE,15
0021800946,CHI,20
0021800945,HOU,23
0021800944,POR,23
0021800951,OKC,19
0021800949,TOR,28
0021800951,MEM,25
0021800950,WAS,19
0021800949,DET,24
0021800944,CHA,21
0021800958,LAC,22
0021800958,LAL,21
0021800953,MIA,24
0021800955,MIL,25
0021800952,BKN,23
0021800957,NYK,25
0021800955,PHX,23
0021800953,ATL,21
0021800956,NOP,20
0021800952,DAL,19
0021800954,DEN,17
0021800957,SAC,24
0021800954,SAS,13
0021800956,UTA,17
0021800963,MIN,24
0021800960,ORL,16
0021800959,IND,22
0021800960,PHI,13
0021800964,BOS,24
0021800959,CHI,20
0021800964,GSW,24
0021800961,HOU,23
0021800962,POR,29
0021800963,OKC,26
0021800961,TOR,15
0021800962,MEM,21
0021800974,LAL,22
0021800965,MIA,16
0021800966,MIN,22
0021800969,BKN,22
0021800972,NYK,23
0021800970,PHI,20
0021800972,PHX,25
0021800968,ATL,18
0021800973,BOS,22
0021800969,CLE,22
0021800971,NOP,23
0021800970,CHI,17
0021800967,DAL,19
0021800974,DEN,17
0021800973,SAC,21
0021800968,SAS,23
0021800971,UTA,20
0021800967,WAS,26
0021800966,DET,19
0021800965,CHA,19
0021800975,MIL,19
0021800975,IND,16
0021800976,POR,27
0021800976,OKC,31
0021800985,LAC,26
0021800979,MIA,15
0021800978,ORL,18
0021800981,PHI,17
0021800979,CLE,25
0021800983,NOP,12
0021800980,CHI,18
0021800978,DAL,15
0021800984,DEN,22
0021800984,GSW,28
0021800981,HOU,18
0021800985,OKC,34
0021800983,TOR,14
0021800982,UTA,20
0021800982,MEM,18
0021800977,WAS,19
0021800980,DET,19
0021800977,CHA,18
0021800989,LAL,16
0021800990,MIL,17
0021800988,MIN,17
0021800987,BKN,23
0021800986,NYK,20
0021800991,PHX,23
0021800987,ATL,37
0021800989,BOS,17
0021800991,POR,27
0021800986,SAC,14
0021800988,WAS,23
0021800990,CHA,24
0021800993,MIA,22
0021800999,MIL,17
0021800998,MIN,16
0021800998,NYK,14
0021800996,ORL,23
0021800994,IND,27
0021800994,PHI,26
0021801000,PHX,18
0021800995,ATL,12
0021800995,NOP,17
0021800992,CHI,18
0021800997,DAL,20
0021801000,GSW,24
0021800997,HOU,20
0021800999,SAS,18
0021800993,TOR,23
0021800996,MEM,22
0021800992,DET,24
0021801006,LAC,26
0021801003,BKN,18
0021801006,BOS,24
0021801001,CLE,19
0021801004,HOU,17
0021801002,SAC,25
0021801005,OKC,21
0021801001,TOR,24
0021801005,UTA,25
0021801002,WAS,25
0021801003,DET,22
0021801004,CHA,20
0021801013,LAC,21
0021801009,LAL,14
0021801010,MIL,20
0021801012,MIN,20
0021801007,NYK,23
0021801007,IND,22
0021801008,PHI,18
0021801008,CLE,17
0021801010,NOP,23
0021801009,CHI,22
0021801011,DAL,16
0021801012,DEN,16
0021801013,POR,20
0021801011,SAS,25
0021801014,MIA,18
0021801017,BKN,18
0021801015,ORL,15
0021801019,PHX,20
0021801016,ATL,26
0021801018,GSW,20
0021801018,HOU,16
0021801017,OKC,20
0021801019,UTA,22
0021801016,MEM,17
0021801015,WAS,13
0021801014,DET,23
0021801023,LAL,21
0021801024,MIN,23
0021801021,ORL,14
0021801020,IND,17
0021801022,BOS,20
0021801021,CLE,18
0021801025,DAL,17
0021801025,DEN,16
0021801022,SAC,24
0021801020,OKC,28
0021801023,TOR,20
0021801024,UTA,20
0021801033,LAC,30
0021801026,LAL,26
0021801029,MIA,18
0021801029,MIL,21
0021801032,NYK,13
0021801027,PHI,18
0021801030,PHX,21
0021801031,NOP,23
0021801033,CHI,26
0021801030,HOU,20
0021801031,POR,18
0021801027,SAC,22
0021801032,SAS,13
0021801028,WAS,14
0021801026,DET,19
0021801028,CHA,17
0021801041,BKN,24
0021801040,IND,19
0021801036,PHX,33
0021801034,ATL,25
0021801034,BOS,21
0021801037,CLE,20
0021801036,NOP,30
0021801037,DAL,22
0021801040,DEN,22
0021801038,GSW,22
0021801039,POR,22
0021801039,SAS,14
0021801038,OKC,18
0021801041,UTA,21
0021801035,MEM,27
0021801035,WAS,21
0021801049,LAC,25
0021801042,LAL,21
0021801045,MIA,21
0021801043,MIL,22
0021801048,MIN,13
0021801049,BKN,28
0021801042,NYK,26
0021801046,ORL,15
0021801043,PHI,23
0021801046,ATL,29
0021801047,CHI,16
0021801048,HOU,25
0021801047,SAC,21
0021801044,TOR,22
0021801044,DET,18
0021801045,CHA,19
0021801054,MIA,23
0021801053,NYK,18
0021801058,IND,21
0021801057,PHX,22
0021801052,BOS,16
0021801050,CLE,16
0021801056,NOP,28
0021801057,CHI,22
0021801056,DAL,26
0021801052,DEN,19
0021801055,GSW,20
0021801058,POR,23
0021801055,SAS,12
0021801054,OKC,17
0021801053,TOR,22
0021801051,UTA,21
0021801051,WAS,16
0021801050,DET,21
0021801064,LAC,20
0021801061,LAL,18
0021801061,MIL,19
0021801062,MIN,14
0021801063,BKN,19
0021801064,IND,20
0021801059,PHI,27
0021801060,ATL,23
0021801062,GSW,25
0021801060,HOU,17
0021801063,SAC,19
0021801059,CHA,22
0021801071,MIA,21
0021801065,MIL,16
0021801068,NYK,21
0021801066,ORL,14
0021801067,PHI,17
0021801067,BOS,25
0021801065,CLE,17
0021801066,NOP,15
0021801069,CHI,16
0021801073,DAL,22
0021801070,HOU,27
0021801073,POR,17
0021801071,SAS,13
0021801072,OKC,22
0021801072,TOR,27
0021801068,UTA,18
0021801070,MEM,19
0021801069,WAS,21
0021801074,MIN,21
0021801079,IND,18
0021801077,PHX,27
0021801076,ATL,23
0021801078,DAL,22
0021801075,DEN,20
0021801079,GSW,19
0021801078,SAC,18
0021801076,UTA,24
0021801075,WAS,15
0021801077,DET,26
0021801074,CHA,24
0021801081,LAC,16
0021801086,LAL,26
0021801085,MIA,18
0021801085,MIL,23
0021801086,BKN,25
0021801082,NYK,15
0021801080,ORL,16
0021801081,CLE,22
0021801082,DEN,15
0021801084,HOU,19
0021801084,SAS,23
0021801083,OKC,21
0021801083,TOR,24
0021801080,MEM,24
0021801089,MIA,23
0021801091,MIN,20
0021801088,PHI,15
0021801094,PHX,21
0021801088,ATL,25
0021801087,BOS,23
0021801090,CHI,16
0021801092,DAL,22
0021801092,GSW,22
0021801093,POR,14
0021801094,SAC,19
0021801090,UTA,17
0021801091,MEM,22
0021801089,WAS,20
0021801093,DET,21
0021801087,CHA,15
0021801095,LAC,19
0021801102,LAL,22
0021801096,MIL,13
0021801095,NYK,24
0021801097,IND,17
0021801100,BOS,14
0021801096,CLE,21
0021801099,NOP,9
0021801097,DEN,17
0021801101,GSW,23
0021801099,HOU,16
0021801102,SAC,22
0021801100,SAS,19
0021801098,TOR,17
0021801101,DET,13
0021801098,CHA,17
0021801106,BKN,31
0021801103,ORL,18
0021801103,PHI,18
0021801105,PHX,18
0021801106,POR,30
0021801104,OKC,25
0021801105,UTA,23
0021801104,MEM,18
0021801112,LAC,26
0021801116,LAL,21
0021801109,MIA,22
0021801111,MIL,11
0021801112,MIN,18
0021801109,ORL,19
0021801113,ATL,26
0021801108,BOS,21
0021801108,CLE,21
0021801113,NOP,23
0021801110,CHI,16
0021801114,DAL,26
0021801115,DEN,19
0021801111,HOU,15
0021801114,SAC,23
0021801107,SAS,21
0021801110,TOR,16
0021801116,WAS,20
0021801115,DET,21
0021801107,CHA,18
0021801121,LAL,23
0021801119,IND,17
0021801120,PHX,28
0021801117,CHI,19
0021801118,GSW,19
0021801117,POR,16
0021801119,OKC,14
0021801121,UTA,18
0021801118,MEM,16
0021801120,WAS,20
0021801127,LAC,21
0021801124,MIA,22
0021801127,MIL,21
0021801123,BKN,22
0021801125,NYK,22
0021801122,ORL,14
0021801123,PHI,23
0021801129,CLE,20
0021801128,NOP,16
0021801124,DAL,21
0021801126,DEN,17
0021801126,HOU,19
0021801128,SAC,19
0021801129,SAS,14
0021801125,TOR,28
0021801122,DET,18
0021801135,LAL,17
0021801132,MIN,24
0021801130,IND,16
0021801131,ATL,22
0021801130,BOS,19
0021801133,DEN,21
0021801132,GSW,24
0021801131,POR,9
0021801133,OKC,17
0021801134,UTA,22
0021801134,WAS,18
0021801135,CHA,14
0021801136,LAC,25
0021801141,MIA,21
0021801143,MIN,15
0021801137,BKN,17
0021801141,NYK,16
0021801140,ORL,16
0021801140,IND,18
0021801143,PHI,20
0021801144,PHX,26
0021801137,BOS,25
0021801136,CLE,16
0021801142,CHI,15
0021801138,HOU,17
0021801139,POR,19
0021801138,SAC,17
0021801142,TOR,15
0021801144,MEM,18
0021801139,DET,21
0021801151,LAC,23
0021801147,LAL,20
0021801145,MIL,20
0021801145,ATL,13
0021801147,NOP,16
0021801146,DAL,19
0021801148,DEN,18
0021801150,GSW,19
0021801149,SAC,15
0021801149,SAS,22
0021801146,OKC,21
0021801151,MEM,26
0021801148,WAS,21
0021801150,CHA,11
0021801153,MIA,17
0021801154,MIL,26
0021801157,MIN,19
0021801154,BKN,26
0021801155,NYK,18
0021801156,ORL,21
0021801152,IND,20
0021801158,PHI,22
0021801160,PHX,22
0021801153,BOS,18
0021801160,CLE,24
0021801155,CHI,18
0021801158,DAL,22
0021801157,POR,17
0021801156,TOR,20
0021801159,UTA,25
0021801152,DET,24
0021801159,CHA,20
0021801161,LAL,25
0021801162,ATL,18
0021801164,DEN,15
0021801164,GSW,21
0021801163,HOU,20
0021801163,SAC,15
0021801162,SAS,17
0021801161,OKC,14
0021801176,LAC,22
0021801170,MIA,23
0021801172,MIN,25
0021801169,BKN,19
0021801166,NYK,18
0021801166,ORL,16
0021801165,IND,18
0021801168,PHI,24
0021801174,PHX,23
0021801168,ATL,26
0021801170,BOS,21
0021801171,NOP,27
0021801167,CHI,23
0021801172,DAL,20
0021801173,DEN,20
0021801176,HOU,29
0021801175,POR,14
0021801173,SAS,14
0021801169,TOR,16
0021801174,UTA,16
0021801175,MEM,16
0021801167,WAS,18
0021801165,DET,25
0021801171,CHA,15
0021801179,LAL,10
0021801177,MIL,18
0021801177,PHI,26
0021801178,CLE,13
0021801179,GSW,18
0021801178,SAC,14
0021801192,LAC,22
0021801192,LAL,24
0021801185,MIA,23
0021801185,MIN,18
0021801184,NYK,17
0021801181,ORL,24
0021801183,IND,15
0021801189,PHX,18
0021801181,ATL,21
0021801183,BOS,15
0021801191,CLE,11
0021801189,NOP,21
0021801187,DAL,13
0021801190,DEN,19
0021801191,GSW,21
0021801184,HOU,21
0021801190,POR,23
0021801188,SAC,23
0021801182,SAS,18
0021801186,OKC,24
0021801180,TOR,17
0021801188,UTA,26
0021801187,MEM,16
0021801182,WAS,16
0021801186,DET,23
0021801180,CHA,17
0021801193,MIL,18
0021801193,BKN,19
0021801194,PHI,14
0021801194,CHI,22
0021801205,LAC,22
0021801208,LAL,21
0021801195,MIA,22
0021801202,MIL,23
0021801197,MIN,24
0021801199,BKN,13
0021801204,NYK,14
0021801203,ORL,14
0021801199,IND,18
0021801200,PHX,18
0021801202,ATL,28
0021801203,BOS,19
0021801196,CLE,16
0021801207,NOP,16
0021801201,DAL,23
0021801206,DEN,26
0021801205,GSW,22
0021801200,HOU,16
0021801206,POR,16
0021801207,SAC,13
0021801196,SAS,18
0021801197,OKC,30
0021801195,TOR,17
0021801208,UTA,17
0021801201,MEM,24
0021801204,WAS,16
0021801198,DET,18
0021801198,CHA,13
0021801219,LAL,19
0021801212,MIA,18
0021801214,MIN,16
0021801213,NYK,16
0021801212,PHI,19
0021801216,PHX,22
0021801211,BOS,17
0021801209,CLE,18
0021801215,NOP,15
0021801213,CHI,18
0021801216,DAL,24
0021801217,DEN,28
0021801215,GSW,17
0021801218,HOU,21
0021801219,POR,14
0021801218,OKC,19
0021801214,TOR,17
0021801217,UTA,21
0021801210,MEM,24
0021801211,WAS,18
0021801210,DET,21
0021801209,CHA,13
0021801229,LAC,27
0021801221,MIA,12
0021801226,MIL,14
0021801228,MIN,22
0021801221,BKN,13
0021801223,NYK,17
0021801222,ORL,19
0021801220,IND,28
0021801224,PHI,11
0021801220,ATL,25
0021801224,CHI,13
0021801227,DAL,19
0021801228,DEN,12
0021801225,GSW,17
0021801230,POR,17
0021801230,SAC,17
0021801227,SAS,14
0021801226,OKC,20
0021801229,UTA,24
0021801225,MEM,18
0021801223,DET,23
0021801222,CHA,14
0021900002,LAC,25
0021900002,LAL,24
0021900001,NOP,34
0021900001,TOR,24
0021900007,MIA,33
0021900006,MIN,22
0021900006,BKN,30
0021900010,NYK,32
0021900005,ORL,18
0021900004,IND,28
0021900008,PHI,34
0021900008,BOS,29
0021900005,CLE,15
0021900003,CHI,20
0021900009,DAL,22
0021900013,DEN,23
0021900012,PHX,25
0021900013,POR,25
0021900012,SAC,24
0021900010,SAS,18
0021900011,OKC,23
0021900011,UTA,31
0021900007,MEM,31
0021900009,WAS,32
0021900004,DET,21
0021900003,CHA,18
0021900015,HOU,25
0021900016,LAC,24
0021900015,MIL,27
0021900014,ATL,15
0021900016,GSW,21
0021900014,DET,20
0021900025,LAL,21
0021900018,MIN,21
0021900019,BKN,26
0021900019,NYK,31
0021900017,BOS,20
0021900021,NOP,22
0021900020,CHI,21
0021900021,DAL,19
0021900023,DEN,26
0021900023,PHX,35
0021900024,POR,23
0021900024,SAC,26
0021900022,OKC,18
0021900017,TOR,28
0021900025,UTA,25
0021900020,MEM,21
0021900022,WAS,21
0021900018,CHA,29
0021900032,HOU,22
0021900035,LAC,32
0021900026,MIA,30
0021900026,MIL,32
0021900029,NYK,26
0021900028,ORL,15
0021900030,IND,27
0021900027,PHI,26
0021900028,ATL,26
0021900029,BOS,26
0021900030,CLE,20
0021900032,NOP,30
0021900031,CHI,22
0021900035,PHX,34
0021900034,SAC,19
0021900033,SAS,19
0021900031,TOR,25
0021900034,UTA,22
0021900033,WAS,15
0021900027,DET,28
0021900040,LAL,22
0021900039,MIA,23
0021900039,MIN,17
0021900037,BKN,22
0021900038,DAL,22
0021900036,GSW,15
0021900038,POR,30
0021900036,OKC,26
0021900037,MEM,29
0021900040,CHA,20
0021900045,HOU,24
0021900051,LAC,24
0021900046,MIL,15
0021900042,NYK,19
0021900044,ORL,20
0021900041,IND,18
0021900043,PHI,29
0021900043,ATL,25
0021900046,CLE,22
0021900047,NOP,20
0021900042,CHI,22
0021900050,DEN,18
0021900047,GSW,22
0021900049,PHX,31
0021900048,POR,27
0021900050,SAC,21
0021900048,SAS,19
0021900045,OKC,27
0021900044,TOR,20
0021900049,UTA,26
0021900041,DET,18
0021900051,CHA,23
0021900054,LAL,19
0021900052,MIA,22
0021900052,ATL,29
0021900053,DAL,14
0021900053,DEN,24
0021900054,MEM,27
0021900061,HOU,24
0021900063,LAC,22
0021900058,MIL,21
0021900057,MIN,21
0021900059,BKN,19
0021900056,NYK,15
0021900056,ORL,17
0021900059,IND,24
0021900057,PHI,27
0021900058,BOS,20
0021900055,CLE,21
0021900055,CHI,24
0021900065,GSW,22
0021900065,PHX,22
0021900062,POR,30
0021900064,SAC,19
0021900062,OKC,21
0021900060,TOR,22
0021900063,UTA,18
0021900061,WAS,27
0021900060,DET,15
0021900064,CHA,17
0021900068,LAC,23
0021900066,MIA,18
0021900066,ATL,15
0021900067,NOP,21
0021900067,DEN,24
0021900068,SAS,28
0021900069,HOU,21
0021900074,LAL,21
0021900071,MIL,19
0021900069,BKN,21
0021900072,NYK,23
0021900071,ORL,16
0021900070,IND,24
0021900072,BOS,16
0021900070,CLE,21
0021900073,CHI,18
0021900074,DAL,21
0021900076,GSW,22
0021900075,SAC,23
0021900076,SAS,19
0021900075,UTA,18
0021900073,DET,21
0021900082,MIL,22
0021900080,MIN,23
0021900078,BKN,24
0021900079,ORL,25
0021900084,PHI,23
0021900077,NOP,25
0021900079,DEN,14
0021900083,GSW,22
0021900081,PHX,20
0021900084,POR,21
0021900077,OKC,20
0021900082,TOR,22
0021900081,MEM,23
0021900080,WAS,18
0021900078,DET,18
0021900083,CHA,15
0021900086,HOU,24
0021900090,LAC,25
0021900088,LAL,22
0021900086,MIA,21
0021900087,NYK,23
0021900085,IND,24
0021900089,CLE,14
0021900085,CHI,21
0021900089,DAL,21
0021900087,SAC,29
0021900088,SAS,18
0021900090,UTA,30
0021900093,HOU,21
0021900094,MIL,20
0021900094,MIN,23
0021900092,BKN,18
0021900095,PHI,29
0021900092,NOP,26
0021900096,GSW,17
0021900095,PHX,24
0021900096,POR,23
0021900093,MEM,21
0021900091,WAS,23
0021900091,DET,20
0021900100,LAL,18
0021900102,MIA,21
0021900101,ORL,24
0021900097,IND,34
0021900099,ATL,20
0021900098,BOS,23
0021900098,CLE,18
0021900100,CHI,21
0021900102,DEN,21
0021900099,SAS,17
0021900101,OKC,23
0021900097,CHA,17
0021900107,HOU,20
0021900111,LAC,28
0021900111,MIL,28
0021900108,MIN,22
0021900103,NYK,20
0021900109,ORL,30
0021900104,IND,25
0021900110,PHI,20
0021900105,ATL,26
0021900105,CHI,30
0021900109,DAL,23
0021900107,GSW,12
0021900106,SAC,23
0021900106,TOR,20
0021900110,UTA,21
0021900108,MEM,22
0021900104,WAS,26
0021900103,DET,17
0021900115,LAC,14
0021900114,MIA,28
0021900112,BOS,19
0021900114,PHX,21
0021900115,POR,27
0021900113,SAS,21
0021900113,OKC,14
0021900112,CHA,19
0021900126,LAL,24
0021900126,MIA,12
0021900124,MIL,26
0021900120,MIN,23
0021900125,BKN,25
0021900122,NYK,20
0021900117,ORL,17
0021900116,IND,16
0021900123,PHI,19
0021900119,ATL,19
0021900118,CLE,17
0021900121,NOP,23
0021900122,DAL,21
0021900123,DEN,16
0021900120,GSW,26
0021900125,POR,24
0021900119,SAC,19
0021900121,TOR,24
0021900124,UTA,27
0021900117,MEM,22
0021900118,WAS,24
0021900116,DET,26
0021900129,HOU,21
0021900127,BOS,25
0021900128,NOP,28
0021900129,CHI,22
0021900130,DAL,14
0021900131,GSW,18
0021900127,SAS,22
0021900131,OKC,17
0021900130,MEM,22
0021900128,CHA,27
0021900139,LAL,20
0021900135,MIL,21
0021900132,MIN,23
0021900137,BKN,24
0021900136,NYK,26
0021900133,ORL,10
0021900133,IND,13
0021900134,PHI,16
0021900138,ATL,26
0021900136,CLE,19
0021900132,DEN,30
0021900137,PHX,17
0021900138,POR,22
0021900135,OKC,20
0021900139,TOR,17
0021900134,CHA,19
0021900142,HOU,22
0021900145,LAC,21
0021900140,MIN,23
0021900141,BOS,27
0021900142,NOP,23
0021900141,DAL,26
0021900144,GSW,24
0021900143,SAS,17
0021900145,TOR,24
0021900144,UTA,16
0021900143,MEM,20
0021900140,DET,22
0021900151,LAL,21
0021900148,MIA,30
0021900152,BKN,29
0021900149,NYK,28
0021900146,IND,20
0021900147,PHI,20
0021900150,ATL,21
0021900147,CLE,13
0021900149,CHI,25
0021900150,DEN,24
0021900151,PHX,22
0021900153,POR,19
0021900153,SAC,25
0021900146,OKC,16
0021900152,UTA,18
0021900148,DET,28
0021900157,HOU,17
0021900157,LAC,21
